cod_venda,data_venda,cod_vendedor,cod_produto,quantidade,valor_unitario
19649,2016-05-04 00:00:00.000,16,3,1,1299
19649,2016-05-04 00:00:00.000,16,69,1,2200
19650,2016-09-14 00:00:00.000,28,14,1,1099
19650,2016-09-14 00:00:00.000,28,61,1,299
19651,2016-09-04 00:00:00.000,25,20,1,999
19651,2016-09-04 00:00:00.000,25,38,1,54.9
19652,2016-04-14 00:00:00.000,2,61,1,299
19653,2016-03-05 00:00:00.000,4,36,1,39.9
19653,2016-03-05 00:00:00.000,4,100,1,4499
19654,2016-01-14 00:00:00.000,15,17,1,1099
19655,2016-04-19 00:00:00.000,4,10,1,749
19655,2016-04-19 00:00:00.000,4,81,1,799
19656,2016-01-13 00:00:00.000,3,72,1,2099
19657,2016-02-21 00:00:00.000,30,44,1,399
19657,2016-02-21 00:00:00.000,30,91,1,1399
19658,2016-04-06 00:00:00.000,22,52,1,1999
19658,2016-04-06 00:00:00.000,22,75,1,6999
19659,2016-06-19 00:00:00.000,29,84,1,429
19659,2016-06-19 00:00:00.000,29,106,1,449.9
19660,2016-12-31 00:00:00.000,8,72,1,2099
19661,2016-03-25 00:00:00.000,19,79,1,979
19662,2016-03-28 00:00:00.000,14,41,1,44.9
19662,2016-03-28 00:00:00.000,14,84,1,429
19663,2016-01-01 00:00:00.000,35,23,1,649
19663,2016-01-01 00:00:00.000,35,107,1,99.9
19664,2016-08-04 00:00:00.000,9,109,1,79.9
19665,2016-04-03 00:00:00.000,7,33,1,4599
19665,2016-04-03 00:00:00.000,7,57,1,699
19666,2016-09-09 00:00:00.000,15,39,1,32.9
19666,2016-09-09 00:00:00.000,15,65,1,2999
19667,2016-01-27 00:00:00.000,8,32,1,3099
19667,2016-01-27 00:00:00.000,8,65,1,2999
19668,2016-01-28 00:00:00.000,6,108,1,69.9
19669,2016-08-22 00:00:00.000,7,14,1,1099
19670,2016-10-16 00:00:00.000,17,24,1,1099
19670,2016-10-16 00:00:00.000,17,110,1,49.9
19671,2016-11-23 00:00:00.000,13,1,1,869
19672,2016-05-09 00:00:00.000,14,25,1,599
19672,2016-05-09 00:00:00.000,14,42,1,32.9
19673,2016-04-11 00:00:00.000,15,23,1,649
19673,2016-04-11 00:00:00.000,15,46,1,119
19674,2016-10-31 00:00:00.000,18,1,1,869
19675,2016-06-18 00:00:00.000,35,107,1,99.9
19676,2016-01-15 00:00:00.000,5,48,1,449
19677,2016-04-22 00:00:00.000,11,45,1,199
19677,2016-04-22 00:00:00.000,11,89,1,9999
19678,2016-04-23 00:00:00.000,8,18,1,1199
19679,2016-12-08 00:00:00.000,17,7,1,1899
19680,2016-02-18 00:00:00.000,21,25,1,599
19680,2016-02-18 00:00:00.000,21,96,1,1999
19681,2016-10-24 00:00:00.000,32,93,1,899
19682,2016-03-27 00:00:00.000,21,114,1,399
19683,2016-05-23 00:00:00.000,28,109,1,79.9
19684,2016-12-10 00:00:00.000,35,49,1,739
19685,2016-01-30 00:00:00.000,12,77,1,1099
19686,2016-12-28 00:00:00.000,10,41,1,44.9
19687,2016-03-02 00:00:00.000,11,83,1,479
19687,2016-03-02 00:00:00.000,11,94,1,849
19688,2016-12-03 00:00:00.000,23,65,1,2999
19688,2016-12-03 00:00:00.000,23,88,1,7999
19689,2016-12-06 00:00:00.000,12,98,1,349.9
19690,2016-10-30 00:00:00.000,30,23,1,649
19691,2016-03-27 00:00:00.000,1,20,1,999
19691,2016-03-27 00:00:00.000,1,92,1,899
19692,2016-06-18 00:00:00.000,30,102,1,2299
19693,2016-11-18 00:00:00.000,4,12,1,1149
19693,2016-11-18 00:00:00.000,4,103,1,2599
19694,2016-08-01 00:00:00.000,20,24,1,1099
19694,2016-08-01 00:00:00.000,20,28,1,939
19695,2016-04-04 00:00:00.000,10,44,1,399
19695,2016-04-04 00:00:00.000,10,76,1,6499
19696,2016-04-02 00:00:00.000,19,8,1,649
19696,2016-04-02 00:00:00.000,19,90,1,11499
19697,2016-11-13 00:00:00.000,32,17,1,1099
19697,2016-11-13 00:00:00.000,32,27,1,429
19698,2016-04-30 00:00:00.000,27,80,1,549
19699,2016-06-04 00:00:00.000,14,20,1,999
19699,2016-06-04 00:00:00.000,14,78,1,549
19700,2016-11-17 00:00:00.000,4,57,1,699
19700,2016-11-17 00:00:00.000,4,72,1,2099
19701,2016-08-09 00:00:00.000,21,13,1,1899
19701,2016-08-09 00:00:00.000,21,16,1,999
19702,2016-04-05 00:00:00.000,16,35,1,2499
19702,2016-04-05 00:00:00.000,16,90,1,11499
19703,2016-11-27 00:00:00.000,9,20,1,999
19704,2016-06-04 00:00:00.000,31,4,1,1599
19704,2016-06-04 00:00:00.000,31,54,1,399
19705,2016-06-28 00:00:00.000,1,35,1,2499
19705,2016-06-28 00:00:00.000,1,36,1,39.9
19706,2016-10-03 00:00:00.000,16,33,1,4599
19706,2016-10-03 00:00:00.000,16,111,1,219
19707,2016-03-03 00:00:00.000,3,19,1,999
19707,2016-03-03 00:00:00.000,3,21,1,1399
19708,2016-09-18 00:00:00.000,1,33,1,4599
19709,2016-12-17 00:00:00.000,21,10,1,749
19710,2016-01-09 00:00:00.000,15,7,1,1899
19711,2016-05-06 00:00:00.000,24,13,1,1899
19712,2016-02-23 00:00:00.000,24,13,1,1899
19712,2016-02-23 00:00:00.000,24,87,1,4599
19713,2016-07-14 00:00:00.000,31,58,1,329
19713,2016-07-14 00:00:00.000,31,80,1,549
19714,2016-05-18 00:00:00.000,12,71,1,3699
19714,2016-05-18 00:00:00.000,12,101,1,2399
19715,2016-02-18 00:00:00.000,11,28,1,939
19715,2016-02-18 00:00:00.000,11,45,1,199
19716,2016-05-30 00:00:00.000,25,59,1,329
19717,2016-10-26 00:00:00.000,6,16,1,999
19718,2016-01-07 00:00:00.000,4,70,1,3399
19719,2016-11-12 00:00:00.000,26,43,1,24.9
19720,2016-04-29 00:00:00.000,17,19,1,999
19721,2016-02-21 00:00:00.000,7,15,1,1349
19722,2016-11-01 00:00:00.000,32,74,1,3599
19722,2016-11-01 00:00:00.000,32,114,1,399
19723,2016-12-28 00:00:00.000,34,19,1,999
19723,2016-12-28 00:00:00.000,34,58,1,329
19724,2016-03-21 00:00:00.000,12,15,1,1349
19724,2016-03-21 00:00:00.000,12,86,1,499
19725,2016-02-19 00:00:00.000,16,3,1,1299
19725,2016-02-19 00:00:00.000,16,81,1,799
19726,2016-04-23 00:00:00.000,29,64,1,999
19727,2016-09-09 00:00:00.000,1,47,1,129
19728,2016-08-25 00:00:00.000,14,39,1,32.9
19729,2016-10-07 00:00:00.000,12,86,1,499
19729,2016-10-07 00:00:00.000,12,106,1,449.9
19730,2016-11-14 00:00:00.000,24,108,1,69.9
19731,2016-12-02 00:00:00.000,16,39,1,32.9
19732,2016-08-06 00:00:00.000,28,93,1,899
19732,2016-08-06 00:00:00.000,28,97,1,399
19733,2016-08-20 00:00:00.000,10,21,1,1399
19734,2016-06-05 00:00:00.000,27,67,1,3190
19735,2016-12-16 00:00:00.000,19,32,1,3099
19735,2016-12-16 00:00:00.000,19,95,1,1199
19736,2016-03-14 00:00:00.000,22,35,1,2499
19737,2016-07-27 00:00:00.000,32,98,1,349.9
19738,2016-02-16 00:00:00.000,27,36,1,39.9
19738,2016-02-16 00:00:00.000,27,45,1,199
19739,2016-07-26 00:00:00.000,19,49,1,739
19740,2016-03-05 00:00:00.000,31,24,1,1099
19740,2016-03-05 00:00:00.000,31,60,1,589
19741,2016-08-19 00:00:00.000,2,75,1,6999
19741,2016-08-19 00:00:00.000,2,96,1,1999
19742,2016-10-27 00:00:00.000,6,55,1,349
19743,2016-04-13 00:00:00.000,21,41,1,44.9
19744,2016-08-29 00:00:00.000,17,69,1,2200
19745,2016-01-31 00:00:00.000,3,36,1,39.9
19745,2016-01-31 00:00:00.000,3,75,1,6999
19746,2016-12-19 00:00:00.000,19,28,1,939
19746,2016-12-19 00:00:00.000,19,105,1,119.9
19747,2016-02-28 00:00:00.000,20,73,1,3999
19748,2016-11-15 00:00:00.000,4,44,1,399
19748,2016-11-15 00:00:00.000,4,85,1,539
19749,2016-09-26 00:00:00.000,30,49,1,739
19749,2016-09-26 00:00:00.000,30,53,1,999
19750,2016-11-02 00:00:00.000,22,104,1,2150
19751,2016-08-10 00:00:00.000,18,77,1,1099
19752,2016-10-16 00:00:00.000,24,77,1,1099
19753,2016-08-18 00:00:00.000,5,39,1,32.9
19753,2016-08-18 00:00:00.000,5,67,1,3190
19754,2016-04-30 00:00:00.000,23,98,1,349.9
19755,2016-06-27 00:00:00.000,8,85,1,539
19756,2016-06-07 00:00:00.000,32,10,1,749
19757,2016-11-11 00:00:00.000,13,48,1,449
19758,2016-05-29 00:00:00.000,6,1,1,869
19759,2016-03-31 00:00:00.000,20,52,1,1999
19760,2016-11-04 00:00:00.000,24,101,1,2399
19761,2016-06-23 00:00:00.000,17,3,1,1299
19761,2016-06-23 00:00:00.000,17,14,1,1099
19762,2016-06-23 00:00:00.000,33,95,1,1199
19762,2016-06-23 00:00:00.000,33,102,1,2299
19763,2016-07-22 00:00:00.000,16,86,1,499
19764,2016-12-15 00:00:00.000,32,82,1,429
19765,2016-09-28 00:00:00.000,27,6,1,1799
19765,2016-09-28 00:00:00.000,27,113,1,49.9
19766,2016-09-04 00:00:00.000,14,109,1,79.9
19767,2016-08-09 00:00:00.000,19,21,1,1399
19767,2016-08-09 00:00:00.000,19,26,1,1099
19768,2016-07-07 00:00:00.000,9,37,1,74.9
19768,2016-07-07 00:00:00.000,9,85,1,539
19769,2016-03-19 00:00:00.000,17,29,1,299
19770,2016-07-05 00:00:00.000,7,5,1,1899
19771,2016-12-14 00:00:00.000,32,19,1,999
19771,2016-12-14 00:00:00.000,32,70,1,3399
19772,2016-08-21 00:00:00.000,4,114,1,399
19773,2016-03-14 00:00:00.000,23,2,1,1399
19773,2016-03-14 00:00:00.000,23,79,1,979
19774,2016-04-21 00:00:00.000,8,55,1,349
19775,2016-08-02 00:00:00.000,7,102,1,2299
19776,2016-06-11 00:00:00.000,20,34,1,2799
19777,2016-05-05 00:00:00.000,25,24,1,1099
19778,2016-05-30 00:00:00.000,14,95,1,1199
19778,2016-05-30 00:00:00.000,14,103,1,2599
19779,2016-04-21 00:00:00.000,6,3,1,1299
19779,2016-04-21 00:00:00.000,6,4,1,1599
19780,2016-09-01 00:00:00.000,17,110,1,49.9
19781,2016-01-15 00:00:00.000,3,74,1,3599
19781,2016-01-15 00:00:00.000,3,112,1,139
19782,2016-04-05 00:00:00.000,18,40,1,29.9
19782,2016-04-05 00:00:00.000,18,109,1,79.9
19783,2016-11-20 00:00:00.000,15,41,1,44.9
19784,2016-07-28 00:00:00.000,3,98,1,349.9
19784,2016-07-28 00:00:00.000,3,111,1,219
19785,2016-12-01 00:00:00.000,5,4,1,1599
19785,2016-12-01 00:00:00.000,5,78,1,549
19786,2016-11-01 00:00:00.000,16,46,1,119
19787,2016-12-04 00:00:00.000,27,33,1,4599
19787,2016-12-04 00:00:00.000,27,99,1,1199
19788,2016-08-14 00:00:00.000,16,31,1,1599
19788,2016-08-14 00:00:00.000,16,52,1,1999
19789,2016-01-23 00:00:00.000,4,98,1,349.9
19790,2016-12-29 00:00:00.000,12,17,1,1099
19791,2016-06-22 00:00:00.000,29,37,1,74.9
19792,2016-02-15 00:00:00.000,32,48,1,449
19792,2016-02-15 00:00:00.000,32,85,1,539
19793,2016-01-13 00:00:00.000,28,81,1,799
19794,2016-10-23 00:00:00.000,12,16,1,999
19795,2016-08-28 00:00:00.000,17,54,1,399
19795,2016-08-28 00:00:00.000,17,83,1,479
19796,2016-11-11 00:00:00.000,2,13,1,1899
19797,2016-01-22 00:00:00.000,30,29,1,299
19797,2016-01-22 00:00:00.000,30,96,1,1999
19798,2016-10-07 00:00:00.000,8,55,1,349
19798,2016-10-07 00:00:00.000,8,95,1,1199
19799,2016-05-09 00:00:00.000,5,31,1,1599
19799,2016-05-09 00:00:00.000,5,88,1,7999
19800,2016-08-22 00:00:00.000,16,97,1,399
19800,2016-08-22 00:00:00.000,16,99,1,1199
19801,2016-04-08 00:00:00.000,11,64,1,999
19801,2016-04-08 00:00:00.000,11,94,1,849
19802,2016-12-07 00:00:00.000,6,9,1,849
19802,2016-12-07 00:00:00.000,6,22,1,699
19803,2016-07-10 00:00:00.000,19,51,1,449
19804,2016-02-26 00:00:00.000,30,35,1,2499
19805,2016-11-12 00:00:00.000,26,39,1,32.9
19805,2016-11-12 00:00:00.000,26,53,1,999
19806,2016-09-05 00:00:00.000,14,41,1,44.9
19806,2016-09-05 00:00:00.000,14,93,1,899
19807,2016-03-30 00:00:00.000,14,79,1,979
19807,2016-03-30 00:00:00.000,14,97,1,399
19808,2016-12-27 00:00:00.000,32,58,1,329
19808,2016-12-27 00:00:00.000,32,99,1,1199
19809,2016-04-16 00:00:00.000,20,74,1,3599
19809,2016-04-16 00:00:00.000,20,98,1,349.9
19810,2016-07-23 00:00:00.000,19,85,1,539
19811,2016-11-23 00:00:00.000,29,6,1,1799
19811,2016-11-23 00:00:00.000,29,104,1,2150
19812,2016-11-06 00:00:00.000,29,67,1,3190
19813,2016-12-11 00:00:00.000,28,56,1,599
19813,2016-12-11 00:00:00.000,28,112,1,139
19814,2016-07-11 00:00:00.000,22,108,1,69.9
19815,2016-06-11 00:00:00.000,19,20,1,999
19815,2016-06-11 00:00:00.000,19,29,1,299
19816,2016-01-18 00:00:00.000,4,31,1,1599
19816,2016-01-18 00:00:00.000,4,101,1,2399
19817,2016-10-29 00:00:00.000,27,24,1,1099
19817,2016-10-29 00:00:00.000,27,90,1,11499
19818,2016-12-29 00:00:00.000,25,5,1,1899
19818,2016-12-29 00:00:00.000,25,56,1,599
19819,2016-09-25 00:00:00.000,11,40,1,29.9
19820,2016-02-26 00:00:00.000,34,35,1,2499
19821,2016-03-14 00:00:00.000,15,14,1,1099
19821,2016-03-14 00:00:00.000,15,17,1,1099
19822,2016-09-06 00:00:00.000,9,62,1,499
19822,2016-09-06 00:00:00.000,9,114,1,399
19823,2016-11-29 00:00:00.000,21,42,1,32.9
19824,2016-06-02 00:00:00.000,23,90,1,11499
19825,2016-11-16 00:00:00.000,3,55,1,349
19826,2016-06-14 00:00:00.000,28,79,1,979
19827,2016-03-17 00:00:00.000,10,65,1,2999
19828,2016-08-27 00:00:00.000,32,60,1,589
19829,2016-07-13 00:00:00.000,7,7,1,1899
19830,2016-03-24 00:00:00.000,8,61,1,299
19830,2016-03-24 00:00:00.000,8,113,1,49.9
19831,2016-09-30 00:00:00.000,32,47,1,129
19831,2016-09-30 00:00:00.000,32,56,1,599
19832,2016-02-16 00:00:00.000,28,52,1,1999
19832,2016-02-16 00:00:00.000,28,61,1,299
19833,2016-09-09 00:00:00.000,33,69,1,2200
19834,2016-08-15 00:00:00.000,9,34,1,2799
19835,2016-08-05 00:00:00.000,32,61,1,299
19836,2016-07-09 00:00:00.000,16,112,1,139
19837,2016-11-06 00:00:00.000,6,42,1,32.9
19838,2016-06-27 00:00:00.000,25,53,1,999
19838,2016-06-27 00:00:00.000,25,89,1,9999
19839,2016-01-05 00:00:00.000,3,87,1,4599
19840,2016-01-22 00:00:00.000,7,56,1,599
19840,2016-01-22 00:00:00.000,7,108,1,69.9
19841,2016-09-16 00:00:00.000,31,49,1,739
19841,2016-09-16 00:00:00.000,31,77,1,1099
19842,2016-07-06 00:00:00.000,33,36,1,39.9
19842,2016-07-06 00:00:00.000,33,46,1,119
19843,2016-09-28 00:00:00.000,25,49,1,739
19844,2016-08-11 00:00:00.000,27,26,1,1099
19845,2016-01-15 00:00:00.000,6,36,1,39.9
19845,2016-01-15 00:00:00.000,6,92,1,899
19846,2016-12-09 00:00:00.000,3,107,1,99.9
19847,2016-09-15 00:00:00.000,17,72,1,2099
19847,2016-09-15 00:00:00.000,17,79,1,979
19848,2016-08-09 00:00:00.000,31,16,1,999
19848,2016-08-09 00:00:00.000,31,86,1,499
19849,2016-06-24 00:00:00.000,9,65,1,2999
19850,2016-07-21 00:00:00.000,14,9,1,849
19851,2016-01-08 00:00:00.000,35,42,1,32.9
19851,2016-01-08 00:00:00.000,35,83,1,479
19852,2016-02-09 00:00:00.000,3,20,1,999
19852,2016-02-09 00:00:00.000,3,112,1,139
19853,2016-09-30 00:00:00.000,10,68,1,2999
19853,2016-09-30 00:00:00.000,10,84,1,429
19854,2016-04-17 00:00:00.000,9,17,1,1099
19855,2016-04-29 00:00:00.000,18,11,1,1149
19855,2016-04-29 00:00:00.000,18,112,1,139
19856,2016-06-27 00:00:00.000,19,28,1,939
19857,2016-06-14 00:00:00.000,20,12,1,1149
19858,2016-07-29 00:00:00.000,30,23,1,649
19859,2016-06-19 00:00:00.000,24,70,1,3399
19859,2016-06-19 00:00:00.000,24,89,1,9999
19860,2016-03-27 00:00:00.000,5,46,1,119
19861,2016-07-07 00:00:00.000,20,58,1,329
19861,2016-07-07 00:00:00.000,20,83,1,479
19862,2016-03-10 00:00:00.000,33,50,1,349
19862,2016-03-10 00:00:00.000,33,51,1,449
19863,2016-01-09 00:00:00.000,13,45,1,199
19864,2016-09-09 00:00:00.000,33,24,1,1099
19865,2016-03-01 00:00:00.000,13,112,1,139
19866,2016-07-10 00:00:00.000,15,111,1,219
19867,2016-12-29 00:00:00.000,1,48,1,449
19867,2016-12-29 00:00:00.000,1,77,1,1099
19868,2016-07-31 00:00:00.000,32,55,1,349
19869,2016-11-29 00:00:00.000,4,75,1,6999
19870,2016-03-19 00:00:00.000,2,105,1,119.9
19871,2016-07-04 00:00:00.000,1,61,1,299
19871,2016-07-04 00:00:00.000,1,105,1,119.9
19872,2016-11-02 00:00:00.000,22,104,1,2150
19873,2016-06-24 00:00:00.000,7,70,1,3399
19874,2016-04-21 00:00:00.000,2,49,1,739
19875,2016-06-14 00:00:00.000,16,46,1,119
19876,2016-05-17 00:00:00.000,1,2,1,1399
19876,2016-05-17 00:00:00.000,1,18,1,1199
19877,2016-04-29 00:00:00.000,9,45,1,199
19878,2016-11-15 00:00:00.000,2,22,1,699
19878,2016-11-15 00:00:00.000,2,92,1,899
19879,2016-07-16 00:00:00.000,14,62,1,499
19879,2016-07-16 00:00:00.000,14,93,1,899
19880,2016-09-12 00:00:00.000,8,38,1,54.9
19881,2016-09-11 00:00:00.000,12,53,1,999
19881,2016-09-11 00:00:00.000,12,60,1,589
19882,2016-08-24 00:00:00.000,2,17,1,1099
19882,2016-08-24 00:00:00.000,2,54,1,399
19883,2016-11-29 00:00:00.000,20,81,1,799
19883,2016-11-29 00:00:00.000,20,111,1,219
19884,2016-07-02 00:00:00.000,4,73,1,3999
19884,2016-07-02 00:00:00.000,4,100,1,4499
19885,2016-11-19 00:00:00.000,15,4,1,1599
19886,2016-04-06 00:00:00.000,9,67,1,3190
19887,2016-09-11 00:00:00.000,35,93,1,899
19888,2016-09-27 00:00:00.000,8,39,1,32.9
19888,2016-09-27 00:00:00.000,8,99,1,1199
19889,2016-04-02 00:00:00.000,20,108,1,69.9
19890,2016-08-11 00:00:00.000,7,66,1,3199
19891,2016-09-04 00:00:00.000,1,4,1,1599
19891,2016-09-04 00:00:00.000,1,32,1,3099
19892,2016-07-30 00:00:00.000,14,49,1,739
19892,2016-07-30 00:00:00.000,14,101,1,2399
19893,2016-05-11 00:00:00.000,28,70,1,3399
19893,2016-05-11 00:00:00.000,28,80,1,549
19894,2016-09-24 00:00:00.000,30,36,1,39.9
19895,2016-02-02 00:00:00.000,7,92,1,899
19896,2016-10-12 00:00:00.000,6,80,1,549
19897,2016-09-03 00:00:00.000,19,49,1,739
19897,2016-09-03 00:00:00.000,19,93,1,899
19898,2016-07-17 00:00:00.000,28,6,1,1799
19899,2016-10-09 00:00:00.000,22,37,1,74.9
19900,2016-07-26 00:00:00.000,31,110,1,49.9
19901,2016-09-11 00:00:00.000,32,29,1,299
19901,2016-09-11 00:00:00.000,32,99,1,1199
19902,2016-11-10 00:00:00.000,25,76,1,6499
19902,2016-11-10 00:00:00.000,25,98,1,349.9
19903,2016-01-15 00:00:00.000,34,75,1,6999
19903,2016-01-15 00:00:00.000,34,108,1,69.9
19904,2016-05-24 00:00:00.000,31,2,1,1399
19905,2016-10-23 00:00:00.000,15,22,1,699
19905,2016-10-23 00:00:00.000,15,87,1,4599
19906,2016-03-11 00:00:00.000,14,42,1,32.9
19906,2016-03-11 00:00:00.000,14,46,1,119
19907,2016-05-13 00:00:00.000,10,10,1,749
19908,2016-12-25 00:00:00.000,9,109,1,79.9
19908,2016-12-25 00:00:00.000,9,114,1,399
19909,2016-04-13 00:00:00.000,20,3,1,1299
19909,2016-04-13 00:00:00.000,20,25,1,599
19910,2016-02-02 00:00:00.000,24,29,1,299
19911,2016-04-17 00:00:00.000,3,33,1,4599
19912,2016-06-27 00:00:00.000,1,45,1,199
19913,2016-04-28 00:00:00.000,6,82,1,429
19914,2016-01-23 00:00:00.000,5,56,1,599
19914,2016-01-23 00:00:00.000,5,60,1,589
19915,2016-06-06 00:00:00.000,4,67,1,3190
19916,2016-10-19 00:00:00.000,34,36,1,39.9
19916,2016-10-19 00:00:00.000,34,60,1,589
19917,2016-04-27 00:00:00.000,10,27,1,429
19918,2016-10-02 00:00:00.000,30,86,1,499
19919,2016-12-03 00:00:00.000,35,57,1,699
19919,2016-12-03 00:00:00.000,35,90,1,11499
19920,2016-06-12 00:00:00.000,4,21,1,1399
19920,2016-06-12 00:00:00.000,4,54,1,399
19921,2016-09-17 00:00:00.000,34,45,1,199
19921,2016-09-17 00:00:00.000,34,104,1,2150
19922,2016-04-08 00:00:00.000,12,36,1,39.9
19922,2016-04-08 00:00:00.000,12,73,1,3999
19923,2016-03-05 00:00:00.000,12,35,1,2499
19923,2016-03-05 00:00:00.000,12,104,1,2150
19924,2016-03-25 00:00:00.000,11,11,1,1149
19925,2016-10-19 00:00:00.000,15,89,1,9999
19925,2016-10-19 00:00:00.000,15,109,1,79.9
19926,2016-07-23 00:00:00.000,32,27,1,429
19926,2016-07-23 00:00:00.000,32,87,1,4599
19927,2016-02-26 00:00:00.000,26,28,1,939
19928,2016-03-19 00:00:00.000,22,51,1,449
19928,2016-03-19 00:00:00.000,22,81,1,799
19929,2016-07-11 00:00:00.000,26,15,1,1349
19929,2016-07-11 00:00:00.000,26,108,1,69.9
19930,2016-06-26 00:00:00.000,26,75,1,6999
19931,2016-07-10 00:00:00.000,5,101,1,2399
19931,2016-07-10 00:00:00.000,5,106,1,449.9
19932,2016-05-01 00:00:00.000,21,69,1,2200
19933,2016-05-16 00:00:00.000,11,21,1,1399
19933,2016-05-16 00:00:00.000,11,80,1,549
19934,2016-02-17 00:00:00.000,7,49,1,739
19934,2016-02-17 00:00:00.000,7,110,1,49.9
19935,2016-12-04 00:00:00.000,31,22,1,699
19935,2016-12-04 00:00:00.000,31,106,1,449.9
19936,2016-10-08 00:00:00.000,11,3,1,1299
19936,2016-10-08 00:00:00.000,11,102,1,2299
19937,2016-10-01 00:00:00.000,21,30,1,699
19937,2016-10-01 00:00:00.000,21,67,1,3190
19938,2016-01-16 00:00:00.000,10,5,1,1899
19938,2016-01-16 00:00:00.000,10,38,1,54.9
19939,2016-01-05 00:00:00.000,5,28,1,939
19939,2016-01-05 00:00:00.000,5,74,1,3599
19940,2016-10-11 00:00:00.000,6,49,1,739
19941,2016-02-26 00:00:00.000,3,24,1,1099
19941,2016-02-26 00:00:00.000,3,83,1,479
19942,2016-07-03 00:00:00.000,9,16,1,999
19942,2016-07-03 00:00:00.000,9,90,1,11499
19943,2016-02-09 00:00:00.000,13,40,1,29.9
19944,2016-03-10 00:00:00.000,17,73,1,3999
19945,2016-11-06 00:00:00.000,17,82,1,429
19945,2016-11-06 00:00:00.000,17,83,1,479
19946,2016-01-26 00:00:00.000,31,49,1,739
19946,2016-01-26 00:00:00.000,31,98,1,349.9
19947,2016-07-04 00:00:00.000,29,45,1,199
19947,2016-07-04 00:00:00.000,29,59,1,329
19948,2016-09-29 00:00:00.000,29,21,1,1399
19948,2016-09-29 00:00:00.000,29,24,1,1099
19949,2016-07-22 00:00:00.000,28,1,1,869
19950,2016-07-15 00:00:00.000,10,74,1,3599
19951,2016-05-14 00:00:00.000,24,60,1,589
19951,2016-05-14 00:00:00.000,24,71,1,3699
19952,2016-01-29 00:00:00.000,34,105,1,119.9
19953,2016-09-15 00:00:00.000,20,8,1,649
19954,2016-04-03 00:00:00.000,6,8,1,649
19954,2016-04-03 00:00:00.000,6,37,1,74.9
19955,2016-10-15 00:00:00.000,11,40,1,29.9
19955,2016-10-15 00:00:00.000,11,68,1,2999
19956,2016-04-10 00:00:00.000,10,8,1,649
19957,2016-11-17 00:00:00.000,15,77,1,1099
19958,2016-09-08 00:00:00.000,29,37,1,74.9
19958,2016-09-08 00:00:00.000,29,58,1,329
19959,2016-05-21 00:00:00.000,20,45,1,199
19960,2016-07-07 00:00:00.000,24,70,1,3399
19961,2016-11-16 00:00:00.000,20,39,1,32.9
19961,2016-11-16 00:00:00.000,20,61,1,299
19962,2016-10-24 00:00:00.000,7,104,1,2150
19963,2016-10-23 00:00:00.000,26,72,1,2099
19964,2016-06-13 00:00:00.000,20,52,1,1999
19964,2016-06-13 00:00:00.000,20,57,1,699
19965,2016-11-14 00:00:00.000,35,36,1,39.9
19966,2016-06-17 00:00:00.000,35,12,1,1149
19966,2016-06-17 00:00:00.000,35,45,1,199
19967,2016-01-01 00:00:00.000,22,6,1,1799
19967,2016-01-01 00:00:00.000,22,53,1,999
19968,2016-05-04 00:00:00.000,19,72,1,2099
19968,2016-05-04 00:00:00.000,19,88,1,7999
19969,2016-03-04 00:00:00.000,15,108,1,69.9
19970,2016-02-25 00:00:00.000,1,58,1,329
19971,2016-06-10 00:00:00.000,9,62,1,499
19971,2016-06-10 00:00:00.000,9,78,1,549
19972,2016-09-16 00:00:00.000,16,7,1,1899
19972,2016-09-16 00:00:00.000,16,37,1,74.9
19973,2016-01-31 00:00:00.000,28,56,1,599
19973,2016-01-31 00:00:00.000,28,102,1,2299
19974,2016-01-19 00:00:00.000,26,87,1,4599
19975,2016-02-27 00:00:00.000,28,1,1,869
19976,2016-05-15 00:00:00.000,25,80,1,549
19977,2016-07-20 00:00:00.000,9,111,1,219
19978,2016-12-21 00:00:00.000,27,103,1,2599
19978,2016-12-21 00:00:00.000,27,110,1,49.9
19979,2016-10-26 00:00:00.000,18,76,1,6499
19980,2016-12-05 00:00:00.000,14,111,1,219
19981,2016-11-30 00:00:00.000,33,100,1,4499
19982,2016-01-13 00:00:00.000,34,88,1,7999
19982,2016-01-13 00:00:00.000,34,102,1,2299
19983,2016-09-21 00:00:00.000,11,13,1,1899
19983,2016-09-21 00:00:00.000,11,77,1,1099
19984,2016-05-25 00:00:00.000,19,8,1,649
19984,2016-05-25 00:00:00.000,19,114,1,399
19985,2016-03-18 00:00:00.000,9,35,1,2499
19986,2016-01-21 00:00:00.000,12,12,1,1149
19987,2016-02-22 00:00:00.000,12,33,1,4599
19988,2016-01-15 00:00:00.000,31,71,1,3699
19988,2016-01-15 00:00:00.000,31,102,1,2299
19989,2016-05-30 00:00:00.000,9,18,1,1199
19990,2016-10-13 00:00:00.000,9,55,1,349
19991,2016-11-09 00:00:00.000,5,83,1,479
19992,2016-03-07 00:00:00.000,10,38,1,54.9
19993,2016-01-26 00:00:00.000,17,7,1,1899
19994,2016-04-23 00:00:00.000,20,17,1,1099
19995,2016-09-29 00:00:00.000,28,50,1,349
19996,2016-05-03 00:00:00.000,17,26,1,1099
19996,2016-05-03 00:00:00.000,17,104,1,2150
19997,2016-07-27 00:00:00.000,26,2,1,1399
19997,2016-07-27 00:00:00.000,26,87,1,4599
19998,2016-05-22 00:00:00.000,17,75,1,6999
19998,2016-05-22 00:00:00.000,17,104,1,2150
